[0.703547,-0.281176,0.652658,-0.873502,0.1929,0.446972,-0.384197,-0.389721,-0.836965,-0.26592,-0.561748,0.783406,-0.411272,0.124357,-0.90299,0.591781,0.799854,-0.100146,-0.71566,-0.565912,0.409359,-0.772467,-0.39628,0.496243,-0.0356956,-0.651536,-0.757777,0.106862,0.961546,-0.253002,]
[-0.179058,-0.00156836,0.983837,-0.149075,-0.620404,-0.769984,0.711882,-0.194155,-0.674928,-0.830745,-0.556452,0.0149441,-0.620333,0.237425,0.74754,-0.772194,0.520668,-0.364173,0.769595,-0.358083,0.528677,0.736358,-0.624319,-0.260773,-0.576275,-0.733653,-0.360083,-0.318338,-0.759625,-0.567125,]
[0.59899,-0.59398,-0.537028,0.953825,0.170372,0.247369,-0.138583,-0.865132,-0.482018,-0.15103,-0.418428,0.895605,-0.623021,0.681316,0.384257,-0.0550428,0.309789,0.949211,-0.684981,-0.166751,0.709222,0.572567,-0.505997,0.645084,-0.521836,0.847817,0.0942995,0.404296,0.261562,-0.87643,]
[0.431671,0.836183,0.338317,0.702505,0.692779,0.162922,-0.433573,0.137775,0.890524,-0.438772,-0.769517,-0.464028,-0.792301,0.0217882,-0.609741,0.0251873,-0.522303,-0.852388,0.48903,-0.639605,0.593089,-0.740754,-0.652225,-0.160893,-0.627902,0.722045,0.290499,-0.831838,-0.104596,-0.545074,]
[0.549343,-0.824181,-0.137653,0.23945,-0.553247,0.797861,-0.438593,0.0935889,0.893799,0.782756,-0.448944,0.430978,-0.318529,0.128053,-0.939224,0.545764,-0.271432,-0.792759,-0.627917,0.778228,0.0089883,0.664475,-0.681111,0.307507,-0.610204,-0.467511,0.639597,-0.070243,0.171693,-0.982643,]
[0.796817,0.0240752,-0.603741,0.0482207,0.897329,-0.43872,-0.965764,0.0975622,0.240377,0.113349,-0.72089,-0.683718,-0.925333,0.114803,0.361357,0.832522,-0.334212,-0.441825,-0.611833,-0.782343,-0.116618,0.74981,0.38592,-0.537448,-0.885217,-0.152378,-0.439513,-0.449551,-0.695755,-0.560204,]
[0.521222,0.828907,-0.203077,-0.115354,-0.823528,0.555423,-0.578465,-0.375398,0.724193,0.657612,0.618131,0.430651,0.0390168,-0.738812,0.672782,0.0387473,0.68923,0.723506,-0.960762,0.162066,0.2251,0.619834,0.198506,-0.759211,-0.648989,-0.457223,-0.60808,-0.842126,0.258184,-0.47346,]
[0.730971,0.3123,0.606754,-0.258738,0.870081,0.41954,0.395517,-0.917847,-0.0335104,-0.471582,-0.674637,-0.567869,0.773797,-0.487765,-0.404133,0.960846,-0.218467,0.170431,-0.519205,-0.793933,-0.31638,-0.859399,-0.0159127,0.511057,0.124083,0.946502,0.297887,-0.703943,-0.592987,-0.390934,]
[-0.811502,0.443696,0.380262,-0.526976,-0.732454,0.431054,-0.18617,0.319762,-0.929028,-0.672252,0.532678,-0.514132,0.568286,-0.490575,0.660596,0.169788,0.52536,0.833768,-0.906364,-0.200034,-0.372143,0.194343,-0.732425,-0.652522,0.438225,0.498073,-0.748253,-0.488397,0.758094,0.43216,]
[0.291435,0.939837,-0.178249,-0.664428,0.679797,0.310501,-0.197737,-0.559445,-0.804935,0.2331,0.947576,0.218551,0.132877,-0.966507,-0.219564,-0.765988,0.548987,-0.334477,-0.852097,0.456321,-0.256324,0.48583,0.806496,0.336947,-0.695322,-0.0182527,0.718466,0.0520013,0.696875,-0.715305,]
[-0.200875,-0.823606,-0.530399,-0.929736,0.342515,0.135182,-0.0886626,0.497012,0.863202,0.329709,-0.734403,0.593248,0.163022,0.730643,-0.663012,0.613791,0.771692,0.166592,0.110516,-0.356979,0.927552,0.333316,-0.620679,0.709688,0.498168,0.607012,0.619164,-0.348917,-0.399674,0.847654,]
[-0.0828534,0.604218,-0.7925,-0.165858,-0.908026,0.384681,-0.370631,-0.0439448,0.92774,-0.0540079,0.596611,0.800711,-0.642511,-0.766267,0.00393962,0.4744,-0.865591,0.160304,0.383496,0.686408,0.61788,0.0231923,0.661974,0.749168,0.666978,0.201459,-0.717325,-0.762999,0.127678,0.633665,]
[0.452367,-0.381874,-0.805938,-0.576643,0.536783,0.615911,-0.698965,-0.694366,-0.171185,-0.432938,-0.129349,-0.892095,-0.629908,0.741922,-0.229712,0.556876,0.475025,-0.681352,0.577579,-0.796982,0.176698,0.456284,-0.744598,-0.487216,-0.664418,0.723004,0.189245,-0.187905,0.980663,0.0546925,]
[0.336392,0.656625,-0.675044,0.644309,-0.542946,0.538586,0.381215,0.309746,-0.871052,-0.977695,0.140965,0.155695,0.386436,-0.915878,0.108785,-0.793236,-0.166828,-0.585616,-0.329444,0.538141,0.775803,-0.763541,-0.00669385,0.645724,0.364115,0.908948,0.203061,0.344268,0.615145,-0.709278,]
[-0.11327,-0.347517,-0.930807,-0.0438151,-0.998815,0.0211809,0.862114,0.357865,-0.358736,0.78598,0.0257129,-0.617717,-0.977638,0.0897909,0.190159,-0.699253,0.69753,-0.15652,-0.836215,-0.0115478,0.54828,0.714832,-0.611313,0.339576,0.564063,0.0185577,-0.825523,0.972152,0.204278,-0.114848,]
[-0.060061,-0.601571,-0.796558,-0.746887,0.0598935,0.662248,-0.063168,0.121212,0.990615,0.630634,0.388529,-0.671823,0.797745,0.588808,-0.130034,-0.323086,0.936052,0.139363,0.622198,0.202666,0.756172,-0.550013,0.324748,0.769431,-0.594779,0.383328,-0.70661,0.711504,-0.340041,0.614926,]
[-0.582871,-0.574302,0.574838,-0.051372,-0.151054,0.98719,0.102761,-0.597178,0.795499,-0.564112,-0.082637,0.821553,0.778722,-0.0433508,0.62587,0.550586,0.630962,-0.546573,0.620975,-0.156626,0.768023,-0.679826,0.219351,-0.699801,-0.790944,0.285917,-0.540979,0.107279,-0.407054,-0.907082,]
[0.665149,-0.698875,-0.262964,-0.60853,-0.410605,-0.679039,0.540753,-0.717114,-0.439697,-0.028664,0.829253,0.558138,-0.80588,0.590893,-0.0374412,-0.66827,0.542311,0.509228,0.668079,0.236176,-0.705614,0.272685,-0.918209,0.287291,-0.682489,-0.385787,-0.620787,-0.395327,0.630939,0.667557,]
[-0.575466,-0.463866,0.673548,-0.569452,-0.603213,0.558443,0.632868,0.393219,0.666976,0.726841,0.664655,-0.173021,0.639352,-0.418161,-0.645268,0.162879,-0.257892,0.952346,0.541877,-0.633575,0.552224,0.437754,-0.28944,-0.851232,-0.813446,0.452163,-0.365861,0.448312,-0.885701,0.120622,]
[-0.552096,-0.247505,-0.796198,-0.0433366,-0.274186,0.9607,0.0604898,0.985488,-0.158602,-0.207067,-0.575158,0.791401,-0.39329,0.290473,-0.872323,0.265148,0.198748,0.943502,0.680451,-0.1353,0.720195,-0.647977,-0.162889,0.744039,0.571331,0.552341,0.607042,0.861137,-0.297829,-0.411996,]
[0.519498,-0.84499,-0.126944,-0.946872,0.289285,0.140524,-0.395158,-0.530277,-0.750104,0.36552,0.623137,0.691444,0.028752,0.16242,0.986303,0.421255,-0.417752,-0.805002,0.890733,0.201368,0.407488,0.859318,-0.215685,-0.463738,-0.43296,0.805434,0.404749,0.539557,-0.412999,-0.733696,]
[-0.701612,-0.630167,-0.332611,-0.188201,-0.842508,-0.504738,-0.791268,-0.105959,0.602219,-0.508986,0.76765,-0.38942,0.698956,0.71454,-0.0298968,0.196293,0.261834,0.94494,-0.663757,0.585162,0.465846,-0.0655828,-0.958677,0.276835,0.693362,-0.501151,0.517782,-0.451902,0.087053,0.88781,]
[-0.97897,-0.144856,-0.143648,-0.628105,0.746453,-0.219755,0.197942,-0.979754,0.0300195,-0.651091,-0.472026,-0.594367,0.117321,0.692329,0.71198,-0.248872,0.476099,0.843441,0.820877,-0.493006,-0.288281,-0.191455,-0.912716,-0.360962,-0.136277,0.492269,0.859709,-0.660811,0.727114,0.186103,]
[0.888269,0.427019,0.169213,0.516503,-0.735479,0.438514,0.657687,0.171534,-0.733502,-0.502681,-0.616163,-0.606346,-0.960461,-0.111061,-0.255305,-0.170638,-0.686422,-0.7069,-0.234134,-0.0221278,0.971952,-0.587336,0.0310717,0.808747,-0.665885,-0.432559,-0.607857,-0.466375,-0.53372,-0.705434,]
[0.354295,0.815168,-0.458231,-0.0472107,0.667128,-0.743445,-0.360757,-0.931413,-0.0482193,0.42018,0.849106,-0.320105,0.913708,-0.143871,0.38005,-0.182736,-0.194078,-0.963816,0.277099,-0.689484,0.6692,0.880998,-0.243202,-0.405827,0.260421,-0.946058,0.192755,0.11352,0.727626,-0.676516,]
[-0.308935,-0.829889,-0.46459,-0.772403,0.366478,0.518737,-0.5241,0.513842,0.67918,-0.454759,-0.687018,0.566746,0.937515,0.203753,0.282047,-0.441178,0.682628,-0.582565,-0.221672,0.0347256,0.974503,0.525634,0.824991,0.2076,0.473704,0.85094,-0.226947,-0.411533,0.692483,-0.592543,]
[-0.630737,-0.768258,0.109316,0.756668,-0.159259,-0.634106,0.84673,0.208655,0.4894,0.15031,-0.58328,-0.798243,0.700263,-0.0422655,0.712632,-0.109644,0.85381,-0.508907,-0.162728,-0.71999,0.674636,0.813492,0.533829,-0.230776,-0.395027,0.455141,0.797998,0.344792,0.354644,0.869106,]
